area_m2,n_cuartos,n_banos,n_garajes,tipo_inmueble,zona,valor_venta,barrio_comun
112.0,4.0,4,1.0,Casa,NORTE,390000000,VILLAS DE ARANJUEZ -TOBERIN
287.0,3.0,4,4.0,Apartamento,NOROCCIDENTE,2400000000,GRATAMIRA CAMPESTRE
134.0,3.0,4,3.0,Apartamento,NORTE,990000000,CHICO NAVARRA
74.0,2.0,2,2.0,Apartamento,NORTE,470000000,SANTA BÁRBARA
149.0,3.0,3,0.0,Casa,OCCIDENTAL,380000000,ALCAZARES
105.0,3.0,3,2.0,Apartamento,NORTE,550000000,RINCON DEL CHICO
64.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,205000000,MIRANDELA
85.0,2.0,2,2.0,Apartamento,NORTE,620000000,LOS ROSALES
174.0,2.0,3,4.0,Apartamento,NORTE,2200000000,EL CHICO RESERVADO
200.0,4.0,4,1.0,Casa,CHAPINERO,780000000,SAN LUIS
54.0,3.0,2,0.0,Apartamento,OCCIDENTAL,155000000,RECODO/SOLSTICIO
240.0,4.0,4,2.0,Casa,OCCIDENTAL,950000000,MODELIA FUENTES DEL DORADO
60.0,1.0,2,2.0,Apartamento,NORTE,410000000,SANTA BARBARA
228.0,3.0,5,3.0,Apartamento,NORTE,2237615000,EL CHICO
140.0,3.0,3,2.0,Apartamento,NORTE,980000000,ROSALES
86.7,3.0,2,1.0,Apartamento,NORTE,380000000,CEDRO GOLF
87.0,2.0,2,1.0,Apartamento,NORTE,480000000,SANTA BARBARA
230.7,4.0,5,3.0,Apartamento,CHAPINERO,1650000000,LOS ROSALES
160.0,3.0,3,2.0,Apartamento,NORTE,950000000,EL VIRREY
188.28,3.0,5,2.0,Apartamento,OCCIDENTAL,1300000000,EL SALITRE
89.0,2.0,3,2.0,Apartamento,NORTE,720000000,SANTA BARBARA OCCIDENTAL
350.0,4.0,2,2.0,Casa,CHAPINERO,1200000000,BELALCAZAR
61.64,2.0,2,1.0,Apartamento,CENTRO,620000000,CENTRO
233.0,3.0,3,3.0,Apartamento,NORTE,1980000000,CHICO NORTE
193.0,4.0,4,2.0,Apartamento,NORTE,1350000000,CHICO NAVARRA
281.0,3.0,4,3.0,Casa,NOROCCIDENTE,1000000000,SALAMANCA
62.5,2.0,2,1.0,Apartamento,CHAPINERO,468000000,CHAPINERO ALTO
331.0,4.0,5,4.0,Casa,NORTE,3000000000,SANTA PAULA
97.0,2.0,3,2.0,Apartamento,NOROCCIDENTE,555000000,CLUB LOS LAGARTOS
358.0,4.0,4,4.0,Apartamento,NORTE,3400000000,ALTOS DE LA CABRERA
27.0,1.0,1,1.0,Apartamento,NORTE,260000000,FEDUR
70.0,2.0,2,1.0,Apartamento,NORTE,495000000,BELLA SUIZA
240.0,4.0,3,3.0,Casa,NOROCCIDENTE,1099999999,ALTOS DE SUBA
173.0,3.0,2,2.0,Casa,NOROCCIDENTE,1030000000,POZOS COLORADOS
270.0,4.0,2,2.0,Casa,OCCIDENTAL,650000000,ACAPULCO
151.0,3.0,3,3.0,Apartamento,NORTE,1340000000,UNICENTRO
129.0,4.0,3,2.0,Apartamento,NORTE,700000000,PARQUES DE LORENA
163.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,680000000,GRATAMIRA
125.0,2.0,3,2.0,Apartamento,NORTE,650000000,LA CALLEJA
63.0,3.0,2,2.0,Apartamento,NORTE,370000000,CONTADOR
94.0,3.0,2,2.0,Apartamento,NORTE,660000000,LA CALLEJA BAJA
210.0,3.0,3,0.0,Casa,CHAPINERO,550000000,CANAPRO
73.0,3.0,2,1.0,Apartamento,CHAPINERO,390000000,GALERIAS
210.0,4.0,3,2.0,Casa,NORTE,945999999,CALLEJA
271.0,3.0,3,2.0,Casa,NOROCCIDENTE,980000000,LAS VILLAS
90.0,4.0,2,1.0,Apartamento,NORTE,355000000,TIBABITA - USAQUÉN
470.0,1.0,1,0.0,Casa,NORTE,2820000000,SANTA ANA OCCIDENTAL
102.0,1.0,2,2.0,Apartamento,CHAPINERO,860000000,EMAUS
85.0,2.0,1,1.0,Apartamento,NORTE,750000000,CHICO NORTE
174.0,3.0,4,2.0,Casa,NORTE,980000000,LA CAROLINA
95.0,4.0,2,0.0,Casa,OCCIDENTAL,200000000,FONTIBON BOHIOS
62.0,3.0,2,1.0,Apartamento,OCCIDENTAL,260000000,CIUDADELA GRAN GRANADA
75.0,2.0,3,1.0,Apartamento,NORTE,420000000,ALTOS BELLA SUIZA
336.0,5.0,3,3.0,Casa,NORTE,1800000000,BELLA SUIZA
29.0,1.0,1,1.0,Apartamento,NOROCCIDENTE,250000000,PUENTE LARGO PASADENA
47.54,3.0,2,1.0,Apartamento,OCCIDENTAL,255000000,VILLEMAR FONTIBON
141.0,3.0,3,2.0,Apartamento,NORTE,905000000,RECODO DEL COUNTRY
244.0,3.0,4,4.0,Apartamento,NORTE,3045169800,CHAPINERO ROSALES
110.0,3.0,3,2.0,Apartamento,NORTE,490000000,CEDRITOS
108.0,3.0,2,4.0,Apartamento,NOROCCIDENTE,490000000,COLINA CAMPESTRE I Y II ETAPA
50.0,1.0,2,1.0,Apartamento,NORTE,410000000,ANTIGUO COUNTRY - VIRREY
52.0,2.0,1,0.0,Apartamento,NOROCCIDENTE,139000000,CIUDAD BACHUE
60.0,3.0,2,2.0,Apartamento,NORTE,230000000,SAN ANTONIO NORTE
308.0,5.0,5,4.0,Apartamento,NORTE,3300000000,CHICO NORTE
205.0,3.0,4,3.0,Apartamento,NORTE,1420000000,CHICÓ
86.0,2.0,2,1.0,Apartamento,NORTE,580000000,NAVARRA-USAQUÉN
124.0,3.0,2,2.0,Apartamento,NORTE,780000000,SANTA BARBARA ORIENTAL-USAQUÉN
121.0,3.0,2,2.0,Apartamento,CHAPINERO,550000000,BOSQUE CALDERÓN
45.0,2.0,1,0.0,Apartamento,NOROCCIDENTE,150000000,PARIS GAITÁN
113.0,3.0,4,2.0,Apartamento,NORTE,620000000,SANTA BARBARA OCCIDENTAL
67.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,355000000,BRITALIA
28.0,1.0,1,0.0,Apartamento,NOROCCIDENTE,125000000,MAZUREN
109.0,3.0,2,1.0,Apartamento,NORTE,350000000,CEDRITOS-USAQUÉN
65.0,1.0,2,1.0,Apartamento,NORTE,530000000,SANTA BIBIANA
63.0,5.0,5,1.0,Casa,OCCIDENTAL,550000000,VILLA CASTILLA
86.0,3.0,3,1.0,Apartamento,NORTE,520000000,SANTA BARBARA OCCIDENTAL
72.0,2.0,3,2.0,Apartamento,NORTE,540000000,SANTA BIBIANA
247.0,3.0,3,3.0,Apartamento,NORTE,1850000000,EL NOGAL
84.0,1.0,2,2.0,Apartamento,NOROCCIDENTE,510000000,SUBA
255.0,4.0,5,4.0,Casa,NOROCCIDENTE,1350000000,CERROS DE SUBA
92.0,3.0,2,1.0,Casa,NOROCCIDENTE,300000000,PORTALES DEL NORTE
172.0,3.0,4,2.0,Apartamento,NORTE,1150000000,SANTA PAULA
105.0,3.0,3,1.0,Casa,NORTE,340000000,VILLA TOSCANA
65.0,2.0,2,1.0,Apartamento,NORTE,490000000,CHICO SECTOR II
192.0,3.0,4,3.0,Apartamento,NORTE,1290000000,SAN PATRICIO
130.0,2.0,4,2.0,Apartamento,NORTE,960000000,BELLAVISTA
154.0,3.0,4,3.0,Apartamento,NORTE,1500000000,CHICO EL REFUGIO
196.0,3.0,3,2.0,Apartamento,CHAPINERO,1260000000,ROSALES-
113.0,1.0,2,1.0,Apartamento,NORTE,730000000,SANTA BARBARA
110.0,3.0,3,2.0,Apartamento,NORTE,740000000,SANTA PAULA
219.0,4.0,5,3.0,Apartamento,NORTE,1500000000,BOSQUE DE PINOS
100.0,2.0,3,2.0,Apartamento,NORTE,870000000,ANTIGUO CONTRY
104.0,2.0,2,2.0,Apartamento,NORTE,720000000,CHICO NORTE III
136.0,2.0,3,3.0,Apartamento,NORTE,1000000000,ALTOS DEL REFUGIO
60.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,340000000,BATAN
120.0,3.0,3,3.0,Apartamento,NORTE,840000000,SANTA BARBARA CENTRAL-USAQUÉN
134.0,3.0,4,2.0,Apartamento,NORTE,970000000,SANTA BARBARA OCCIDENTAL
82.0,2.0,3,2.0,Apartamento,NORTE,795000000,CHICO - VIRREY
48.0,1.0,1,1.0,Apartamento,NORTE,315000000,BELLA SUIZA
67.0,1.0,2,1.0,Apartamento,CHAPINERO,490000000,QUINTA CAMACHO
197.0,3.0,4,2.0,Apartamento,NORTE,1070000000,SANTA BARBARA OCCIDENTAL
183.0,3.0,4,2.0,Apartamento,NORTE,990000000,SANTA BARBARA OCCIDENTAL
234.0,4.0,3,3.0,Casa,OCCIDENTAL,950000000,QUIRINAL
140.0,2.0,3,2.0,Apartamento,CHAPINERO,760000000,EL CASTILLO
75.0,3.0,2,1.0,Apartamento,NORTE,290000000,SANTA TERESA
222.0,3.0,4,2.0,Apartamento,NORTE,1750000000,CHICO
175.0,3.0,5,3.0,Apartamento,NORTE,1450000000,ALTOS DE BELLA SUIZA
207.0,3.0,2,2.0,Casa,NOROCCIDENTE,1080000000,MALIBU LA ALHAMBRA
70.0,1.0,2,2.0,Apartamento,NORTE,475000000,CHICO NORTE
150.0,2.0,3,2.0,Apartamento,NORTE,549000000,CHICO NORTE III SECTOR-CHICO
45.0,4.0,2,0.0,Casa,NOROCCIDENTE,220000000,SUBA CAMPANELLA
106.0,2.0,3,2.0,Apartamento,NOROCCIDENTE,580000000,BATÁN
77.0,3.0,2,1.0,Apartamento,OCCIDENTAL,250000000,NUEVA CASTILLA
77.0,2.0,2,2.0,Apartamento,NORTE,500000000,SANTA BARBARA
119.0,3.0,3,2.0,Apartamento,CHAPINERO,680000000,BELALCAZAR-TEUSAQUILLO
107.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,560000000,ALEJANDRIA
142.0,3.0,5,3.0,Apartamento,NORTE,1150000000,CALLEJA
130.0,3.0,3,2.0,Apartamento,OCCIDENTAL,800000000,CIUDAD SALITRE SUR ORIENTAL
300.0,4.0,5,4.0,Apartamento,NORTE,2000000000,BOSQUE MEDINA-USAQUEN
80.0,2.0,2,1.0,Apartamento,NORTE,340000000,CHICO NAVARRA
86.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,350000000,ALHAMBRA
295.01,3.0,5,4.0,Apartamento,NOROCCIDENTE,2200000000,CERROS DE SUBA
45.0,3.0,2,0.0,Casa,CENTRO,600000000,EGIPTO
170.0,3.0,4,2.0,Apartamento,NORTE,1189500000,CHICO SECTOR II
364.0,3.0,2,2.0,Casa,NORTE,6000000000,NUEVA AUTOPISTA
165.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,860000000,ATENAS
146.0,3.0,2,2.0,Apartamento,NORTE,720000000,SANTA BARBARA
63.0,3.0,2,1.0,Apartamento,OCCIDENTAL,278000000,VIILAS DE GRANADA
80.0,3.0,2,1.0,Apartamento,CENTRO,365000000,LA MACARENA
254.0,3.0,4,2.0,Apartamento,NORTE,1350000000,ROSALES
195.0,5.0,5,1.0,Casa,OCCIDENTAL,590000000,SANTA ISABEL OCCIDENTAL
75.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,325000000,COLINA Y ALREDEDORES
248.0,3.0,4,3.0,Apartamento,NORTE,2401482000,CHICO
130.0,3.0,3,2.0,Apartamento,NORTE,920000000,SANTA ANA OCCIDENTAL
405.0,4.0,5,4.0,Casa,NOROCCIDENTE,1350000000,PUENTE LARGO
89.0,4.0,3,1.0,Casa,NOROCCIDENTE,330000000,QUINTAS DE SANTA BARBARA
54.0,3.0,2,0.0,Apartamento,OCCIDENTAL,158000000,RECODO/SOLSTICIO
249.0,3.0,4,3.0,Apartamento,NORTE,1900000000,LAS ROSALES
214.0,4.0,4,1.0,Apartamento,CHAPINERO,520000000,CHAPINERO
70.0,2.0,2,2.0,Apartamento,NORTE,399000000,LOS CEDRITOS
244.0,3.0,4,4.0,Apartamento,NORTE,3362966000,CHICO
115.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,380000000,COLINA CAMPESTRE
124.0,3.0,4,2.0,Apartamento,NORTE,744000000,LOS ROSALES
232.0,4.0,4,2.0,Casa,NOROCCIDENTE,790000000,IBERIA
90.0,4.0,3,1.0,Apartamento,OCCIDENTAL,330000000,METROPOLIS
67.0,2.0,1,1.0,Apartamento,NORTE,230000000,CEDRO GOLF
68.0,2.0,3,1.0,Apartamento,NORTE,420000000,BELLA SUIZA
56.0,1.0,1,1.0,Apartamento,NORTE,719700000,
320.0,3.0,4,2.0,Apartamento,NORTE,2800000000,EL RETIRO
82.0,2.0,3,1.0,Apartamento,NORTE,350000000,SANTA BARBARA CENTRAL-USAQUÉN
89.0,2.0,2,2.0,Apartamento,SIN DATO,525000000,PUENTE LARGO
117.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,430000000,EL BATAN II SECTOR
45.06,2.0,1,0.0,Apartamento,CENTRO,182000000,SANTA ISABEL
137.0,3.0,3,2.0,Apartamento,NORTE,700000000,ALAMEDA
66.0,3.0,3,1.0,Casa,OCCIDENTAL,270000000,FONTIBÓN
111.0,3.0,3,2.0,Apartamento,NORTE,1095000000,CHICIO
99.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,450000000,MAZUREM
75.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,290000000,SUBA CAMPIÑA
114.0,3.0,3,2.0,Apartamento,NORTE,490000000,SANTA BARBARA OCCIDENTAL
68.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,430000000,MAZUREN
60.0,3.0,1,0.0,Apartamento,NOROCCIDENTE,145000000,LAS MERCEDES SUBA
130.0,4.0,3,1.0,Casa,NORTE,480000000,CEDRITOS
330.0,4.0,5,2.0,Apartamento,NORTE,2800000000,CHICO
260.0,4.0,5,3.0,Apartamento,CHAPINERO,1790000000,LOS ROSALES
356.0,4.0,5,3.0,Apartamento,NORTE,1500000000,SANTA BARBARA
330.0,4.0,5,4.0,Apartamento,NORTE,2350000000,LA CABRERA
267.0,3.0,4,3.0,Apartamento,NORTE,3903040898,CHICÓ
198.0,5.0,5,0.0,Casa,SIN DATO,450000000,INGLES
52.0,1.0,2,2.0,Apartamento,NORTE,320000000,ACACIAS USAQUEN
67.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,400000000,MAZUREN COLINA
51.0,1.0,2,1.0,Apartamento,NORTE,320000000,SANTA BARBARA  ORIENTAL
156.0,3.0,4,2.0,Apartamento,NORTE,895000000,LA CALLEJA-USAQUÉN
40.0,2.0,1,0.0,Apartamento,NOROCCIDENTE,155000000,BOCHICA
94.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,410000000,MAZUREN
43.0,1.0,2,1.0,Apartamento,NORTE,390000000,CHICO
129.0,3.0,4,2.0,Apartamento,NORTE,770000000,CHICO SAN PATRICIO
134.0,3.0,2,1.0,Apartamento,NORTE,766500000,CHICO - VIRREY
80.0,3.0,2,1.0,Apartamento,OCCIDENTAL,449000000,LA IGUALDAD
27.0,1.0,1,1.0,Apartamento,NORTE,250000000,BELLA SUIZA ALTA
205.0,3.0,4,0.0,Apartamento,NORTE,1900000000,LOS ROSALES
63.0,2.0,2,2.0,Apartamento,NOROCCIDENTE,367000000,BATÁN
239.0,4.0,5,4.0,Apartamento,NORTE,1180000000,CHICO III SECTOR
43.0,3.0,1,0.0,Apartamento,SUR,154000000,MADELENA
124.0,4.0,2,0.0,Apartamento,OCCIDENTAL,430000000,PABLO VI PRIMERA ETAPA
54.0,2.0,2,2.0,Apartamento,NORTE,480000000,SANTA BARBARA
97.0,3.0,3,2.0,Apartamento,NORTE,425000000,EL TOBERIN
200.0,4.0,4,1.0,Casa,CHAPINERO,780000000,SAN LUIS
54.0,3.0,2,0.0,Apartamento,OCCIDENTAL,155000000,RECODO/SOLSTICIO
240.0,4.0,4,2.0,Casa,OCCIDENTAL,950000000,MODELIA FUENTES DEL DORADO
60.0,1.0,2,2.0,Apartamento,NORTE,410000000,SANTA BARBARA
228.0,3.0,5,3.0,Apartamento,NORTE,2237615000,EL CHICO
140.0,3.0,3,2.0,Apartamento,NORTE,980000000,ROSALES
86.7,3.0,2,1.0,Apartamento,NORTE,380000000,CEDRO GOLF
87.0,2.0,2,1.0,Apartamento,NORTE,480000000,SANTA BARBARA
230.7,4.0,5,3.0,Apartamento,CHAPINERO,1650000000,LOS ROSALES
160.0,3.0,3,2.0,Apartamento,NORTE,950000000,EL VIRREY
188.28,3.0,5,2.0,Apartamento,OCCIDENTAL,1300000000,EL SALITRE
89.0,2.0,3,2.0,Apartamento,NORTE,720000000,SANTA BARBARA OCCIDENTAL
350.0,4.0,2,2.0,Casa,CHAPINERO,1200000000,BELALCAZAR
61.64,2.0,2,1.0,Apartamento,CENTRO,620000000,CENTRO
233.0,3.0,3,3.0,Apartamento,NORTE,1980000000,CHICO NORTE
193.0,4.0,4,2.0,Apartamento,NORTE,1350000000,CHICO NAVARRA
281.0,3.0,4,3.0,Casa,NOROCCIDENTE,1000000000,SALAMANCA
62.5,2.0,2,1.0,Apartamento,CHAPINERO,468000000,CHAPINERO ALTO
331.0,4.0,5,4.0,Casa,NORTE,3000000000,SANTA PAULA
97.0,2.0,3,2.0,Apartamento,NOROCCIDENTE,555000000,CLUB LOS LAGARTOS
358.0,4.0,4,4.0,Apartamento,NORTE,3400000000,ALTOS DE LA CABRERA
27.0,1.0,1,1.0,Apartamento,NORTE,260000000,FEDUR
70.0,2.0,2,1.0,Apartamento,NORTE,495000000,BELLA SUIZA
240.0,4.0,3,3.0,Casa,NOROCCIDENTE,1099999999,ALTOS DE SUBA
173.0,3.0,2,2.0,Casa,NOROCCIDENTE,1030000000,POZOS COLORADOS
270.0,4.0,2,2.0,Casa,OCCIDENTAL,650000000,ACAPULCO
151.0,3.0,3,3.0,Apartamento,NORTE,1340000000,UNICENTRO
129.0,4.0,3,2.0,Apartamento,NORTE,700000000,PARQUES DE LORENA
163.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,680000000,GRATAMIRA
125.0,2.0,3,2.0,Apartamento,NORTE,650000000,LA CALLEJA
63.0,3.0,2,2.0,Apartamento,NORTE,370000000,CONTADOR
94.0,3.0,2,2.0,Apartamento,NORTE,660000000,LA CALLEJA BAJA
210.0,3.0,3,0.0,Casa,CHAPINERO,550000000,CANAPRO
73.0,3.0,2,1.0,Apartamento,CHAPINERO,390000000,GALERIAS
210.0,4.0,3,2.0,Casa,NORTE,945999999,CALLEJA
271.0,3.0,3,2.0,Casa,NOROCCIDENTE,980000000,LAS VILLAS
90.0,4.0,2,1.0,Apartamento,NORTE,355000000,TIBABITA - USAQUÉN
470.0,1.0,1,0.0,Casa,NORTE,2820000000,SANTA ANA OCCIDENTAL
102.0,1.0,2,2.0,Apartamento,CHAPINERO,860000000,EMAUS
85.0,2.0,1,1.0,Apartamento,NORTE,750000000,CHICO NORTE
174.0,3.0,4,2.0,Casa,NORTE,980000000,LA CAROLINA
95.0,4.0,2,0.0,Casa,OCCIDENTAL,200000000,FONTIBON BOHIOS
62.0,3.0,2,1.0,Apartamento,OCCIDENTAL,260000000,CIUDADELA GRAN GRANADA
75.0,2.0,3,1.0,Apartamento,NORTE,420000000,ALTOS BELLA SUIZA
336.0,5.0,3,3.0,Casa,NORTE,1800000000,BELLA SUIZA
29.0,1.0,1,1.0,Apartamento,NOROCCIDENTE,250000000,PUENTE LARGO PASADENA
47.54,3.0,2,1.0,Apartamento,OCCIDENTAL,255000000,VILLEMAR FONTIBON
141.0,3.0,3,2.0,Apartamento,NORTE,905000000,RECODO DEL COUNTRY
244.0,3.0,4,4.0,Apartamento,NORTE,3045169800,CHAPINERO ROSALES
110.0,3.0,3,2.0,Apartamento,NORTE,490000000,CEDRITOS
108.0,3.0,2,4.0,Apartamento,NOROCCIDENTE,490000000,COLINA CAMPESTRE I Y II ETAPA
50.0,1.0,2,1.0,Apartamento,NORTE,410000000,ANTIGUO COUNTRY - VIRREY
52.0,2.0,1,0.0,Apartamento,NOROCCIDENTE,139000000,CIUDAD BACHUE
60.0,3.0,2,2.0,Apartamento,NORTE,230000000,SAN ANTONIO NORTE
308.0,5.0,5,4.0,Apartamento,NORTE,3300000000,CHICO NORTE
205.0,3.0,4,3.0,Apartamento,NORTE,1420000000,CHICÓ
86.0,2.0,2,1.0,Apartamento,NORTE,580000000,NAVARRA-USAQUÉN
124.0,3.0,2,2.0,Apartamento,NORTE,780000000,SANTA BARBARA ORIENTAL-USAQUÉN
121.0,3.0,2,2.0,Apartamento,CHAPINERO,550000000,BOSQUE CALDERÓN
45.0,2.0,1,0.0,Apartamento,NOROCCIDENTE,150000000,PARIS GAITÁN
113.0,3.0,4,2.0,Apartamento,NORTE,620000000,SANTA BARBARA OCCIDENTAL
67.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,355000000,BRITALIA
28.0,1.0,1,0.0,Apartamento,NOROCCIDENTE,125000000,MAZUREN
109.0,3.0,2,1.0,Apartamento,NORTE,350000000,CEDRITOS-USAQUÉN
65.0,1.0,2,1.0,Apartamento,NORTE,530000000,SANTA BIBIANA
63.0,5.0,5,1.0,Casa,OCCIDENTAL,550000000,VILLA CASTILLA
86.0,3.0,3,1.0,Apartamento,NORTE,520000000,SANTA BARBARA OCCIDENTAL
72.0,2.0,3,2.0,Apartamento,NORTE,540000000,SANTA BIBIANA
247.0,3.0,3,3.0,Apartamento,NORTE,1850000000,EL NOGAL
84.0,1.0,2,2.0,Apartamento,NOROCCIDENTE,510000000,SUBA
255.0,4.0,5,4.0,Casa,NOROCCIDENTE,1350000000,CERROS DE SUBA
92.0,3.0,2,1.0,Casa,NOROCCIDENTE,300000000,PORTALES DEL NORTE
172.0,3.0,4,2.0,Apartamento,NORTE,1150000000,SANTA PAULA
105.0,3.0,3,1.0,Casa,NORTE,340000000,VILLA TOSCANA
65.0,2.0,2,1.0,Apartamento,NORTE,490000000,CHICO SECTOR II
192.0,3.0,4,3.0,Apartamento,NORTE,1290000000,SAN PATRICIO
130.0,2.0,4,2.0,Apartamento,NORTE,960000000,BELLAVISTA
154.0,3.0,4,3.0,Apartamento,NORTE,1500000000,CHICO EL REFUGIO
196.0,3.0,3,2.0,Apartamento,CHAPINERO,1260000000,ROSALES-
113.0,1.0,2,1.0,Apartamento,NORTE,730000000,SANTA BARBARA
110.0,3.0,3,2.0,Apartamento,NORTE,740000000,SANTA PAULA
219.0,4.0,5,3.0,Apartamento,NORTE,1500000000,BOSQUE DE PINOS
100.0,2.0,3,2.0,Apartamento,NORTE,870000000,ANTIGUO CONTRY
104.0,2.0,2,2.0,Apartamento,NORTE,720000000,CHICO NORTE III
136.0,2.0,3,3.0,Apartamento,NORTE,1000000000,ALTOS DEL REFUGIO
60.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,340000000,BATAN
120.0,3.0,3,3.0,Apartamento,NORTE,840000000,SANTA BARBARA CENTRAL-USAQUÉN
134.0,3.0,4,2.0,Apartamento,NORTE,970000000,SANTA BARBARA OCCIDENTAL
82.0,2.0,3,2.0,Apartamento,NORTE,795000000,CHICO - VIRREY
48.0,1.0,1,1.0,Apartamento,NORTE,315000000,BELLA SUIZA
67.0,1.0,2,1.0,Apartamento,CHAPINERO,490000000,QUINTA CAMACHO
197.0,3.0,4,2.0,Apartamento,NORTE,1070000000,SANTA BARBARA OCCIDENTAL
183.0,3.0,4,2.0,Apartamento,NORTE,990000000,SANTA BARBARA OCCIDENTAL
234.0,4.0,3,3.0,Casa,OCCIDENTAL,950000000,QUIRINAL
140.0,2.0,3,2.0,Apartamento,CHAPINERO,760000000,EL CASTILLO
75.0,3.0,2,1.0,Apartamento,NORTE,290000000,SANTA TERESA
222.0,3.0,4,2.0,Apartamento,NORTE,1750000000,CHICO
175.0,3.0,5,3.0,Apartamento,NORTE,1450000000,ALTOS DE BELLA SUIZA
207.0,3.0,2,2.0,Casa,NOROCCIDENTE,1080000000,MALIBU LA ALHAMBRA
70.0,1.0,2,2.0,Apartamento,NORTE,475000000,CHICO NORTE
150.0,2.0,3,2.0,Apartamento,NORTE,549000000,CHICO NORTE III SECTOR-CHICO
45.0,4.0,2,0.0,Casa,NOROCCIDENTE,220000000,SUBA CAMPANELLA
106.0,2.0,3,2.0,Apartamento,NOROCCIDENTE,580000000,BATÁN
77.0,3.0,2,1.0,Apartamento,OCCIDENTAL,250000000,NUEVA CASTILLA
77.0,2.0,2,2.0,Apartamento,NORTE,500000000,SANTA BARBARA
119.0,3.0,3,2.0,Apartamento,CHAPINERO,680000000,BELALCAZAR-TEUSAQUILLO
107.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,560000000,ALEJANDRIA
142.0,3.0,5,3.0,Apartamento,NORTE,1150000000,CALLEJA
130.0,3.0,3,2.0,Apartamento,OCCIDENTAL,800000000,CIUDAD SALITRE SUR ORIENTAL
300.0,4.0,5,4.0,Apartamento,NORTE,2000000000,BOSQUE MEDINA-USAQUEN
80.0,2.0,2,1.0,Apartamento,NORTE,340000000,CHICO NAVARRA
86.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,350000000,ALHAMBRA
295.01,3.0,5,4.0,Apartamento,NOROCCIDENTE,2200000000,CERROS DE SUBA
45.0,3.0,2,0.0,Casa,CENTRO,600000000,EGIPTO
170.0,3.0,4,2.0,Apartamento,NORTE,1189500000,CHICO SECTOR II
364.0,3.0,2,2.0,Casa,NORTE,6000000000,NUEVA AUTOPISTA
165.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,860000000,ATENAS
146.0,3.0,2,2.0,Apartamento,NORTE,720000000,SANTA BARBARA
63.0,3.0,2,1.0,Apartamento,OCCIDENTAL,278000000,VIILAS DE GRANADA
80.0,3.0,2,1.0,Apartamento,CENTRO,365000000,LA MACARENA
254.0,3.0,4,2.0,Apartamento,NORTE,1350000000,ROSALES
195.0,5.0,5,1.0,Casa,OCCIDENTAL,590000000,SANTA ISABEL OCCIDENTAL
75.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,325000000,COLINA Y ALREDEDORES
248.0,3.0,4,3.0,Apartamento,NORTE,2401482000,CHICO
130.0,3.0,3,2.0,Apartamento,NORTE,920000000,SANTA ANA OCCIDENTAL
405.0,4.0,5,4.0,Casa,NOROCCIDENTE,1350000000,PUENTE LARGO
89.0,4.0,3,1.0,Casa,NOROCCIDENTE,330000000,QUINTAS DE SANTA BARBARA
54.0,3.0,2,0.0,Apartamento,OCCIDENTAL,158000000,RECODO/SOLSTICIO
249.0,3.0,4,3.0,Apartamento,NORTE,1900000000,LAS ROSALES
214.0,4.0,4,1.0,Apartamento,CHAPINERO,520000000,CHAPINERO
70.0,2.0,2,2.0,Apartamento,NORTE,399000000,LOS CEDRITOS
244.0,3.0,4,4.0,Apartamento,NORTE,3362966000,CHICO
115.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,380000000,COLINA CAMPESTRE
124.0,3.0,4,2.0,Apartamento,NORTE,744000000,LOS ROSALES
232.0,4.0,4,2.0,Casa,NOROCCIDENTE,790000000,IBERIA
90.0,4.0,3,1.0,Apartamento,OCCIDENTAL,330000000,METROPOLIS
67.0,2.0,1,1.0,Apartamento,NORTE,230000000,CEDRO GOLF
68.0,2.0,3,1.0,Apartamento,NORTE,420000000,BELLA SUIZA
56.0,1.0,1,1.0,Apartamento,NORTE,719700000,
320.0,3.0,4,2.0,Apartamento,NORTE,2800000000,EL RETIRO
82.0,2.0,3,1.0,Apartamento,NORTE,350000000,SANTA BARBARA CENTRAL-USAQUÉN
89.0,2.0,2,2.0,Apartamento,SIN DATO,525000000,PUENTE LARGO
117.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,430000000,EL BATAN II SECTOR
45.06,2.0,1,0.0,Apartamento,CENTRO,182000000,SANTA ISABEL
