area_m2,n_cuartos,n_banos,n_garajes,tipo_inmueble,zona,valor_venta,barrio_comun
142.0,3.0,4,3.0,Apartamento,NORTE,1150000000,SANTA PAULA
262.0,3.0,5,3.0,Apartamento,NORTE,3150000000,CABRERA
480.0,4.0,4,4.0,Casa,NORTE,2000000000,CEDRITOS
195.0,4.0,5,2.0,Casa,SIN DATO,980000000,LA COLINA CAMPESTRE
300.0,3.0,5,3.0,Apartamento,NORTE,2500000000,EL CHICO
205.0,3.0,4,2.0,Casa,NOROCCIDENTE,900000000,SAN JOSE DE BAVARIA
274.0,4.0,4,2.0,Casa,NOROCCIDENTE,1150000000,EL BATAN
280.0,4.0,4,3.0,Casa,NOROCCIDENTE,1250000000,SAN JOSE DE BAVARIA
122.0,2.0,2,,Apartamento,NORTE,865000000,LOS ROSALES
120.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,550000000,LA COLINA CAMPESTRE
177.0,3.0,3,2.0,Apartamento,NORTE,1050000000,BARRIO LA CAROLINA
78.0,3.0,2,1.0,Apartamento,OCCIDENTAL,300000000,VILLAS DE GRANADA
159.0,3.0,4,2.0,Apartamento,NORTE,1100000000,EL REFUGIO
123.0,3.0,2,1.0,Casa,OCCIDENTAL,330000000,SANTA HELENITA
98.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,380000000,SENDEROS DE LA COLINA
144.0,3.0,3,2.0,Apartamento,NORTE,985800000,CHICO NORTE
250.0,3.0,4,2.0,Casa,NOROCCIDENTE,980000000,SAN JOSE DE BAVARIA
130.0,3.0,2,2.0,Apartamento,OCCIDENTAL,830000000,SALITRE ESPERANZA
343.0,4.0,5,3.0,Casa,NOROCCIDENTE,1590000000,BOGOTA| SAN JOSE DE BAVARIA
82.0,3.0,2,2.0,Apartamento,NORTE,340000000,SAN ANTONIO NOR - OCCIDENTAL
128.0,3.0,2,1.0,Apartamento,NORTE,689999999,CHICO
120.0,2.0,3,2.0,Apartamento,NORTE,680000000,RECODO COUNTRY
101.0,3.0,2,1.0,Apartamento,NORTE,390000000,EL CONTADOR
51.29,3.0,2,0.0,Apartamento,NOROCCIDENTE,145000000,SUBA LAS FLORES
174.0,3.0,3,3.0,Apartamento,NORTE,1290000000,CHICO NAVARRA
310.0,3.0,5,3.0,Casa,SIN DATO,1550000000,ARBORETTO BOSQUE RESIDENCIAL
81.0,3.0,2,1.0,Apartamento,NORTE,400000000,CAOBOS SALAZAR
87.71,3.0,2,1.0,Apartamento,NOROCCIDENTE,445000000,NIZA PUENTE LARGO
237.0,4.0,3,2.0,Casa,NOROCCIDENTE,850000000,NIZA NORTE
252.0,4.0,4,0.0,Casa,OCCIDENTAL,930000000,MODELIA
79.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,280000000,TIBABUYES
44.0,1.0,2,1.0,Apartamento,OCCIDENTAL,270000000,LA FELICIDAD
119.08,4.0,2,1.0,Apartamento,CHAPINERO,530000000,SAN LUIS
72.0,3.0,2,0.0,Casa,NOROCCIDENTE,160000000,SUBA
137.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,680000000,PUENTE LARGO
112.0,2.0,3,2.0,Apartamento,NORTE,880000000,ROSALES-
106.0,2.0,3,1.0,Apartamento,NORTE,650000000,SANTA PAULA
350.0,5.0,5,4.0,Casa,NOROCCIDENTE,2000000000,SAN JOSE DE BAVARIA
112.0,3.0,3,2.0,Apartamento,NORTE,515000000,RINCON DEL CHICO
97.0,2.0,3,0.0,Apartamento,NORTE,600000000,SANTA BÁBARA
170.0,5.0,2,1.0,Casa,OCCIDENTAL,800000000,BONANZA
102.0,3.0,2,2.0,Apartamento,NORTE,650000000,CHICO
96.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,450000000,COLINA CAMPESTRE
107.0,2.0,3,2.0,Apartamento,NORTE,900000000,EL VIRREY
100.0,2.0,3,2.0,Apartamento,NORTE,570000000,CHICO RESERVADO
143.0,3.0,4,2.0,Apartamento,NORTE,1050000000,CHICO LOS ROSALES
150.0,3.0,4,2.0,Apartamento,NORTE,850000000,CHICO NAVARRA
113.0,3.0,3,2.0,Apartamento,NORTE,775000000,ANTIGUO COUNTRY
149.0,3.0,4,2.0,Casa,NOROCCIDENTE,890000000,GRATAMIRA
200.0,3.0,4,2.0,Apartamento,NORTE,1780000000,CHICO NORTE II
400.0,5.0,5,2.0,Apartamento,NORTE,2450000000,EL REFUGIO
44.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,209000000,SUBA VILLA MARIA
120.0,2.0,3,2.0,Apartamento,NORTE,820000000,SANTA BARBARA CENTRAL-USAQUÉN
180.0,4.0,5,2.0,Apartamento,NORTE,950000000,BELLA SUIZA
67.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,290000000,SAN CIPRIANO BRITALIA
96.0,1.0,2,2.0,Apartamento,CHAPINERO,900000000,EMAUS
98.0,2.0,3,2.0,Apartamento,NORTE,1100000000,CHICO NORTE III
99.0,3.0,3,2.0,Apartamento,NORTE,595000000,CHICO SAN PATRICIO
178.0,3.0,5,3.0,Apartamento,NORTE,1500000000,RECODO DEL COUNTRY
140.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,565000000,COLINA CAMPESTRE
100.0,3.0,3,2.0,Apartamento,NORTE,470000000,STA BARBARA
115.94,3.0,2,0.0,Apartamento,CHAPINERO,428000000,BELALCAZAR
180.0,3.0,3,3.0,Apartamento,NORTE,690000000,SANTA BARBARA OCCIDENTAL
155.0,1.0,4,1.0,Casa,OCCIDENTAL,730000000,PIO XII
65.0,1.0,2,1.0,Apartamento,NORTE,430000000,SANTA BARBARA
30.0,,1,0.0,Apartamento,NORTE,160000000,EL CHICO
56.0,2.0,2,0.0,Apartamento,CHAPINERO,243000000,GALERIAS
135.0,3.0,3,2.0,Apartamento,NORTE,850000000,SANTA BARBARA
292.0,4.0,5,3.0,Apartamento,NORTE,2600000000,LOS ROSALES
196.0,5.0,4,2.0,Casa,CHAPINERO,790000000,LA SOLEDAD
82.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,620000000,MAZUREN
78.0,2.0,2,2.0,Apartamento,NORTE,480000000,NUEVA AUTOPISTA LOS CEDROS
140.0,1.0,5,0.0,Casa,SUR,580000000,SAN FRANCISCO
155.0,3.0,4,3.0,Apartamento,CHAPINERO,900000000,EMAUS ROSALES
68.0,2.0,2,2.0,Apartamento,NORTE,505000000,CHICO NAVARRA
260.0,3.0,4,4.0,Casa,NOROCCIDENTE,1150000000,SAN  JOSE DE BAVARIA
290.0,3.0,5,3.0,Apartamento,NORTE,2100000000,EL RETIRO
58.0,1.0,2,2.0,Apartamento,NORTE,390000000,SANTA BARBARA OCCIDENTAL
98.0,2.0,2,2.0,Apartamento,NORTE,545000000,LA CALLEJA
63.71,2.0,2,1.0,Apartamento,OCCIDENTAL,195000000,ALAMOS NORTE
185.0,1.0,4,1.0,Casa,OCCIDENTAL,550000000,SAN FERNANDO
154.0,3.0,2,1.0,Casa,OCCIDENTAL,310000000,MOLINOS DE VIENTO
60.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,379000000,MAZUREN ALEJANDRIA
117.0,3.0,3,2.0,Apartamento,NORTE,750000000,BELLA SUIZA
250.0,3.0,4,2.0,Apartamento,NORTE,2200000000,EL NOGAL
65.0,3.0,2,1.0,Casa,NOROCCIDENTE,152000000,CAFAM SUBA
177.0,3.0,4,2.0,Apartamento,NORTE,1050000000,CHICO RINCON
135.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,585000000,COLINA CAMPESTRE
300.0,3.0,4,2.0,Apartamento,NORTE,1800000000,EL REFUGIO
330.0,4.0,5,3.0,Apartamento,NORTE,3300000000,SANTA BARBARA ALTA
175.0,3.0,3,2.0,Casa,GUAYMARAL,735000000,LOS ARRAYANES
427.0,3.0,5,3.0,Casa,NOROCCIDENTE,1400000000,CALATRABA
245.0,3.0,5,3.0,Apartamento,NORTE,2850000000,CABRERA
300.0,4.0,5,4.0,Casa,NOROCCIDENTE,1270000000,SAN JOSE DE BAVARIA
200.0,3.0,3,2.0,Apartamento,NORTE,1500000000,ROSALES
152.0,3.0,3,2.0,Casa,NORTE,620000000,VILLAS DEL MEDITERRANEO
273.0,3.0,5,,Apartamento,NORTE,1600000000,SANTA PAULA
46.88,3.0,2,0.0,Apartamento,OCCIDENTAL,150000000,CIUDAD TINTAL
320.0,4.0,4,3.0,Apartamento,NORTE,2050000000,MONTELOMA
120.0,5.0,4,1.0,Casa,CHAPINERO,730000000,ALFONSO LOPEZ
380.0,4.0,4,3.0,Casa,NOROCCIDENTE,1290000000,SAN JOSE DE BAVARIA
145.0,2.0,3,2.0,Apartamento,NORTE,930000000,SANTA BARBARA OCCIDENTAL
47.0,1.0,1,1.0,Apartamento,NORTE,300000000,SAN PATRICIO
300.0,1.0,5,2.0,Casa,NOROCCIDENTE,1200000000,POLO CLUB
92.0,3.0,3,1.0,Apartamento,OCCIDENTAL,380000000,METROPOLIS
171.0,3.0,4,2.0,Apartamento,NORTE,1600000000,EL RETIRO
118.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,580000000,IBERIA
196.0,2.0,3,2.0,Apartamento,NORTE,1600000000,EL NOGAL
80.0,3.0,2,1.0,Apartamento,OCCIDENTAL,490000000,NICOLAS DE FEDERMAN
103.0,2.0,3,2.0,Apartamento,NORTE,650000000,CHICO NAVARRA
137.0,3.0,3,2.0,Apartamento,OCCIDENTAL,540000000,JOSE JOAQUIN VARGAS
110.0,3.0,3,2.0,Casa,NORTE,450000000,SAN ANTONIO NOR - OCCIDENTAL
135.0,3.0,2,1.0,Apartamento,NORTE,780000000,CHICO RESERVADO
320.0,4.0,5,3.0,Casa,NOROCCIDENTE,1490000000,SAN JOSE DE BAVARIA
158.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,650000000,COLINA CAMPESTRE
118.0,2.0,3,2.0,Apartamento,NORTE,690000000,SANTA BARBARA
296.0,4.0,4,0.0,Casa,NOROCCIDENTE,900000000,EL BATAN
70.0,2.0,3,2.0,Apartamento,NORTE,630000000,CHICO NORTE
90.0,3.0,2,0.0,Apartamento,CHAPINERO,290000000,CHAPINERO
404.0,3.0,4,3.0,Apartamento,NORTE,3860000000,CHICO NORTE
164.0,5.0,3,3.0,Casa,NOROCCIDENTE,1250000000,POLO CLUB
230.5,3.0,3,,Apartamento,NORTE,1150000000,CHICO OCCIDENTAL
160.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,850000000,COLINA CAMPESTRE
265.0,3.0,5,3.0,Apartamento,NORTE,2650000000,CHICO RESERVADO
256.0,4.0,4,3.0,Casa,NOROCCIDENTE,820000000,BATAN
90.0,2.0,3,2.0,Apartamento,NORTE,585000000,MOLINOS NORTE
135.0,3.0,3,2.0,Apartamento,NORTE,950000000,CHICO CENTRAL
100.88,3.0,3,2.0,Apartamento,NORTE,660000000,USAQUEN
107.73,3.0,3,2.0,Apartamento,NORTE,710000000,USAQUEN
400.0,4.0,5,4.0,Casa,GUAYMARAL,2700000000,GUAYMARAL
187.0,3.0,3,2.0,Apartamento,NORTE,930000000,LA CAROLINA
220.0,3.0,3,1.0,Apartamento,OCCIDENTAL,740000000,NORMANDIA
112.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,520000000,COLINA CAMPESTRE
191.0,3.0,3,2.0,Apartamento,NORTE,1300000000,SIERRAS DEL MORAL
480.0,4.0,5,4.0,Casa,NOROCCIDENTE,1780000000,SAN JOSE DE BAVARIA
170.0,3.0,4,2.0,Apartamento,CHAPINERO,1095000000,ROSALES BELLA VISTA
360.0,5.0,3,4.0,Casa,NOROCCIDENTE,1600000000,NIZA ANTIGUA
260.0,4.0,3,3.0,Casa,NOROCCIDENTE,1150000000,SAN JOSE DE BAVARIA
145.0,3.0,5,2.0,Apartamento,OTROS,1200000000,CHICO NORTE III
137.0,3.0,3,2.0,Apartamento,NORTE,890000000,BARRIO LA CAROLINA
73.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,220000000,SAN FRANCISCO
308.0,4.0,5,4.0,Apartamento,NOROCCIDENTE,2200000000,MONTERESERVA
110.0,3.0,3,2.0,Apartamento,NORTE,470000000,CONJUNTO LA ALAMEDA
250.0,4.0,4,4.0,Casa,NOROCCIDENTE,1260000000,SAN JOSE DE BAVARIA
100.0,4.0,4,1.0,Apartamento,NORTE,400000000,CEDRITOS_
38.0,1.0,1,2.0,Apartamento,NORTE,330000000,CHICO CALLE 94
45.0,2.0,1,0.0,Apartamento,SUR,110000000,BOSA PORVENIR
163.0,3.0,3,2.0,Apartamento,NORTE,1300000000,CHICO RESERVADO
243.0,3.0,5,3.0,Apartamento,NORTE,1600000000,SIERRAS DEL MORAL
86.77,3.0,2,2.0,Apartamento,NORTE,390000000,LA PRADERA NORTE
174.0,3.0,3,2.0,Apartamento,NORTE,710000000,BELLA SUIZA
480.0,4.0,5,4.0,Casa,NOROCCIDENTE,2200000000,SAN JOSE DE BAVARIA
193.0,3.0,5,3.0,Apartamento,NORTE,1600000000,CHICO NORTE
187.0,3.0,4,2.0,Casa,GUAYMARAL,750000000,CAMINO DE ARRAYANES
90.0,2.0,2,1.0,Apartamento,NORTE,660000000,LA CAROLINA
138.0,3.0,2,2.0,Apartamento,NORTE,634000000,CHICO NORTE III
200.0,3.0,3,4.0,Apartamento,NORTE,1400000000,UNICENTRO
89.0,2.0,2,2.0,Apartamento,NORTE,505000000,SANTA BARBARA
239.0,3.0,4,4.0,Apartamento,NORTE,1100000000,CHICO NAVARRO-SANTA BARBARA
138.15,4.0,3,2.0,Apartamento,NORTE,750000000,LA CALLEJA
300.0,4.0,4,3.0,Casa,NOROCCIDENTE,1260000000,SAN JOSE DE BAVARIA
264.0,3.0,5,3.0,Apartamento,NORTE,1950000000,SIERRAS DEL MORAL
92.0,2.0,3,2.0,Apartamento,NORTE,750000000,CHICO
98.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,570200000,COLINA CAMPESTRE GRATAMIRA AV.BOYACÁ
208.0,4.0,4,2.0,Apartamento,NORTE,1150000000,SANTA BARBARA ORIENTAL
55.0,5.0,4,1.0,Casa,OCCIDENTAL,260000000,ENGATIVA CENTRO
480.0,4.0,5,4.0,Casa,NOROCCIDENTE,2150000000,SAN JOSE DE BAVARIA
200.0,3.0,4,2.0,Apartamento,NORTE,950000000,SANTA BARBARA
295.0,4.0,3,3.0,Casa,NORTE,819000000,CAOBOS CEDRITOS
165.0,4.0,4,2.0,Apartamento,NORTE,1100000000,CHICO NAVARRA
85.0,2.0,2,2.0,Apartamento,NORTE,950000000,CHICO MUSEO
75.9,3.0,2,1.0,Apartamento,OCCIDENTAL,374400000,VILLAS DE GRANADA
450.0,4.0,5,0.0,Casa,NOROCCIDENTE,1850000000,SAN JOSE DE BAVARIA
200.0,3.0,5,3.0,Apartamento,NORTE,1600000000,BOSQUE MEDINA-USAQUEN
200.0,3.0,3,2.0,Apartamento,NORTE,1200000000,EL RETIRO
390.0,4.0,2,4.0,Casa,NOROCCIDENTE,1050000000,NIZA NORTE
148.0,3.0,3,2.0,Apartamento,NORTE,750000000,SANTA PAULA
56.0,2.0,2,2.0,Apartamento,OCCIDENTAL,300000000,JOSE JOAQUIN VARGAS
311.0,4.0,5,4.0,Apartamento,OCCIDENTAL,2440000000,CIUDAD SALITRE
261.0,3.0,5,4.0,Apartamento,NORTE,2850000000,ROSALES
140.0,2.0,3,2.0,Apartamento,NORTE,990000000,BOSQUE MEDINA
142.0,3.0,3,2.0,Apartamento,NORTE,1180000000,BOSQUE MEDINA
54.72,2.0,2,1.0,Apartamento,OCCIDENTAL,220000000,ALTOS DE LA SABANA
142.0,3.0,4,3.0,Apartamento,NORTE,1150000000,SANTA PAULA
262.0,3.0,5,3.0,Apartamento,NORTE,3150000000,CABRERA
480.0,4.0,4,4.0,Casa,NORTE,2000000000,CEDRITOS
195.0,4.0,5,2.0,Casa,SIN DATO,980000000,LA COLINA CAMPESTRE
300.0,3.0,5,3.0,Apartamento,NORTE,2500000000,EL CHICO
205.0,3.0,4,2.0,Casa,NOROCCIDENTE,900000000,SAN JOSE DE BAVARIA
274.0,4.0,4,2.0,Casa,NOROCCIDENTE,1150000000,EL BATAN
280.0,4.0,4,3.0,Casa,NOROCCIDENTE,1250000000,SAN JOSE DE BAVARIA
122.0,2.0,2,,Apartamento,NORTE,865000000,LOS ROSALES
120.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,550000000,LA COLINA CAMPESTRE
177.0,3.0,3,2.0,Apartamento,NORTE,1050000000,BARRIO LA CAROLINA
78.0,3.0,2,1.0,Apartamento,OCCIDENTAL,300000000,VILLAS DE GRANADA
159.0,3.0,4,2.0,Apartamento,NORTE,1100000000,EL REFUGIO
123.0,3.0,2,1.0,Casa,OCCIDENTAL,330000000,SANTA HELENITA
98.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,380000000,SENDEROS DE LA COLINA
144.0,3.0,3,2.0,Apartamento,NORTE,985800000,CHICO NORTE
250.0,3.0,4,2.0,Casa,NOROCCIDENTE,980000000,SAN JOSE DE BAVARIA
130.0,3.0,2,2.0,Apartamento,OCCIDENTAL,830000000,SALITRE ESPERANZA
343.0,4.0,5,3.0,Casa,NOROCCIDENTE,1590000000,BOGOTA| SAN JOSE DE BAVARIA
82.0,3.0,2,2.0,Apartamento,NORTE,340000000,SAN ANTONIO NOR - OCCIDENTAL
128.0,3.0,2,1.0,Apartamento,NORTE,689999999,CHICO
120.0,2.0,3,2.0,Apartamento,NORTE,680000000,RECODO COUNTRY
101.0,3.0,2,1.0,Apartamento,NORTE,390000000,EL CONTADOR
51.29,3.0,2,0.0,Apartamento,NOROCCIDENTE,145000000,SUBA LAS FLORES
174.0,3.0,3,3.0,Apartamento,NORTE,1290000000,CHICO NAVARRA
310.0,3.0,5,3.0,Casa,SIN DATO,1550000000,ARBORETTO BOSQUE RESIDENCIAL
81.0,3.0,2,1.0,Apartamento,NORTE,400000000,CAOBOS SALAZAR
87.71,3.0,2,1.0,Apartamento,NOROCCIDENTE,445000000,NIZA PUENTE LARGO
237.0,4.0,3,2.0,Casa,NOROCCIDENTE,850000000,NIZA NORTE
252.0,4.0,4,0.0,Casa,OCCIDENTAL,930000000,MODELIA
79.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,280000000,TIBABUYES
44.0,1.0,2,1.0,Apartamento,OCCIDENTAL,270000000,LA FELICIDAD
119.08,4.0,2,1.0,Apartamento,CHAPINERO,530000000,SAN LUIS
72.0,3.0,2,0.0,Casa,NOROCCIDENTE,160000000,SUBA
137.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,680000000,PUENTE LARGO
112.0,2.0,3,2.0,Apartamento,NORTE,880000000,ROSALES-
106.0,2.0,3,1.0,Apartamento,NORTE,650000000,SANTA PAULA
350.0,5.0,5,4.0,Casa,NOROCCIDENTE,2000000000,SAN JOSE DE BAVARIA
112.0,3.0,3,2.0,Apartamento,NORTE,515000000,RINCON DEL CHICO
97.0,2.0,3,0.0,Apartamento,NORTE,600000000,SANTA BÁBARA
170.0,5.0,2,1.0,Casa,OCCIDENTAL,800000000,BONANZA
102.0,3.0,2,2.0,Apartamento,NORTE,650000000,CHICO
96.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,450000000,COLINA CAMPESTRE
107.0,2.0,3,2.0,Apartamento,NORTE,900000000,EL VIRREY
100.0,2.0,3,2.0,Apartamento,NORTE,570000000,CHICO RESERVADO
143.0,3.0,4,2.0,Apartamento,NORTE,1050000000,CHICO LOS ROSALES
150.0,3.0,4,2.0,Apartamento,NORTE,850000000,CHICO NAVARRA
113.0,3.0,3,2.0,Apartamento,NORTE,775000000,ANTIGUO COUNTRY
149.0,3.0,4,2.0,Casa,NOROCCIDENTE,890000000,GRATAMIRA
200.0,3.0,4,2.0,Apartamento,NORTE,1780000000,CHICO NORTE II
400.0,5.0,5,2.0,Apartamento,NORTE,2450000000,EL REFUGIO
44.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,209000000,SUBA VILLA MARIA
120.0,2.0,3,2.0,Apartamento,NORTE,820000000,SANTA BARBARA CENTRAL-USAQUÉN
180.0,4.0,5,2.0,Apartamento,NORTE,950000000,BELLA SUIZA
67.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,290000000,SAN CIPRIANO BRITALIA
96.0,1.0,2,2.0,Apartamento,CHAPINERO,900000000,EMAUS
98.0,2.0,3,2.0,Apartamento,NORTE,1100000000,CHICO NORTE III
99.0,3.0,3,2.0,Apartamento,NORTE,595000000,CHICO SAN PATRICIO
178.0,3.0,5,3.0,Apartamento,NORTE,1500000000,RECODO DEL COUNTRY
140.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,565000000,COLINA CAMPESTRE
100.0,3.0,3,2.0,Apartamento,NORTE,470000000,STA BARBARA
115.94,3.0,2,0.0,Apartamento,CHAPINERO,428000000,BELALCAZAR
180.0,3.0,3,3.0,Apartamento,NORTE,690000000,SANTA BARBARA OCCIDENTAL
163.0,3.0,5,2.0,Apartamento,NORTE,1550000000,SANTA BARBARA ALTA
58.0,1.0,1,0.0,Apartamento,NORTE,757800000,
47.8,2.0,1,1.0,Apartamento,NOROCCIDENTE,220000000,COLINA DE SUBA
103.0,3.0,3,1.0,Apartamento,NORTE,465000000,RINCON DEL CHICO
200.0,3.0,4,3.0,Apartamento,NORTE,1580000000,LA CAROLINA
140.0,3.0,4,2.0,Casa,NORTE,520000000,CEDRITOS CONTADOR
40.0,2.0,1,0.0,Apartamento,SUR,170000000,TIMIZA
209.0,4.0,5,2.0,Casa,NOROCCIDENTE,980000000,GRATAMIRA
307.0,4.0,5,3.0,Apartamento,NORTE,2600000000,SANTA BIBIANA
62.0,1.0,2,2.0,Apartamento,NORTE,520000000,CHICO NORTE III
102.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,580000000,MAZUREN
100.0,2.0,2,2.0,Apartamento,NORTE,800000000,CHICO NORTE II
116.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,595000000,CASA BLANCA SUBA
300.0,4.0,4,4.0,Casa,NOROCCIDENTE,2350000000,NIZA SUBA
62.0,1.0,2,1.0,Apartamento,NORTE,380000000,BELLA SUIZA
67.0,2.0,2,1.0,Apartamento,NORTE,350000000,EL CONTADOR
69.62,3.0,2,1.0,Apartamento,CHAPINERO,572203917,GALERIAS
81.0,2.0,2,1.0,Apartamento,NORTE,480000000,NUEVA AUTOPISTA LOS CEDROS
69.25,2.0,2,2.0,Apartamento,SIN DATO,467000000,PUENTE LARGO
155.0,4.0,3,1.0,Casa,SUR,580000000,VILLA MAYOR ORIENTAL
114.0,3.0,4,2.0,Apartamento,NORTE,1379000000,EL REFUGIO
163.0,3.0,4,2.0,Apartamento,NORTE,1600000000,CERROS DE LOS ALPES
62.0,2.0,2,2.0,Apartamento,CENTRO,520000000,CENTRO LAS NIEVES
58.0,1.0,2,1.0,Apartamento,NORTE,470000000,EL VIRREY
180.0,3.0,4,3.0,Apartamento,NORTE,1650000000,BOSQUE MEDINA
158.0,3.0,4,2.0,Apartamento,NORTE,1450000000,CHICO - LA CABRERA
43.0,3.0,1,0.0,Apartamento,NORTE,175000000,SAN ANTONIO NORTE
132.0,3.0,3,2.0,Apartamento,CHAPINERO,900000000,ROSALES
162.6,3.0,3,2.0,Casa,SUR,465000000,VILLA DEL ROSARIO
250.0,2.0,3,2.0,Apartamento,NORTE,1500000000,EL REFUGIO
320.0,4.0,4,3.0,Apartamento,NORTE,2050000000,MONTELOMA
120.0,5.0,4,1.0,Casa,CHAPINERO,730000000,ALFONSO LOPEZ
380.0,4.0,4,3.0,Casa,NOROCCIDENTE,1290000000,SAN JOSE DE BAVARIA
145.0,2.0,3,2.0,Apartamento,NORTE,930000000,SANTA BARBARA OCCIDENTAL
47.0,1.0,1,1.0,Apartamento,NORTE,300000000,SAN PATRICIO
300.0,1.0,5,2.0,Casa,NOROCCIDENTE,1200000000,POLO CLUB
92.0,3.0,3,1.0,Apartamento,OCCIDENTAL,380000000,METROPOLIS
171.0,3.0,4,2.0,Apartamento,NORTE,1600000000,EL RETIRO
118.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,580000000,IBERIA
196.0,2.0,3,2.0,Apartamento,NORTE,1600000000,EL NOGAL
80.0,3.0,2,1.0,Apartamento,OCCIDENTAL,490000000,NICOLAS DE FEDERMAN
103.0,2.0,3,2.0,Apartamento,NORTE,650000000,CHICO NAVARRA
137.0,3.0,3,2.0,Apartamento,OCCIDENTAL,540000000,JOSE JOAQUIN VARGAS
110.0,3.0,3,2.0,Casa,NORTE,450000000,SAN ANTONIO NOR - OCCIDENTAL
135.0,3.0,2,1.0,Apartamento,NORTE,780000000,CHICO RESERVADO
320.0,4.0,5,3.0,Casa,NOROCCIDENTE,1490000000,SAN JOSE DE BAVARIA
158.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,650000000,COLINA CAMPESTRE
118.0,2.0,3,2.0,Apartamento,NORTE,690000000,SANTA BARBARA
296.0,4.0,4,0.0,Casa,NOROCCIDENTE,900000000,EL BATAN
70.0,2.0,3,2.0,Apartamento,NORTE,630000000,CHICO NORTE
90.0,3.0,2,0.0,Apartamento,CHAPINERO,290000000,CHAPINERO
404.0,3.0,4,3.0,Apartamento,NORTE,3860000000,CHICO NORTE
164.0,5.0,3,3.0,Casa,NOROCCIDENTE,1250000000,POLO CLUB
230.5,3.0,3,,Apartamento,NORTE,1150000000,CHICO OCCIDENTAL
160.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,850000000,COLINA CAMPESTRE
265.0,3.0,5,3.0,Apartamento,NORTE,2650000000,CHICO RESERVADO
256.0,4.0,4,3.0,Casa,NOROCCIDENTE,820000000,BATAN
90.0,2.0,3,2.0,Apartamento,NORTE,585000000,MOLINOS NORTE
135.0,3.0,3,2.0,Apartamento,NORTE,950000000,CHICO CENTRAL
100.88,3.0,3,2.0,Apartamento,NORTE,660000000,USAQUEN
107.73,3.0,3,2.0,Apartamento,NORTE,710000000,USAQUEN
400.0,4.0,5,4.0,Casa,GUAYMARAL,2700000000,GUAYMARAL
187.0,3.0,3,2.0,Apartamento,NORTE,930000000,LA CAROLINA
220.0,3.0,3,1.0,Apartamento,OCCIDENTAL,740000000,NORMANDIA
112.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,520000000,COLINA CAMPESTRE
191.0,3.0,3,2.0,Apartamento,NORTE,1300000000,SIERRAS DEL MORAL
480.0,4.0,5,4.0,Casa,NOROCCIDENTE,1780000000,SAN JOSE DE BAVARIA
170.0,3.0,4,2.0,Apartamento,CHAPINERO,1095000000,ROSALES BELLA VISTA
360.0,5.0,3,4.0,Casa,NOROCCIDENTE,1600000000,NIZA ANTIGUA
260.0,4.0,3,3.0,Casa,NOROCCIDENTE,1150000000,SAN JOSE DE BAVARIA
145.0,3.0,5,2.0,Apartamento,OTROS,1200000000,CHICO NORTE III
137.0,3.0,3,2.0,Apartamento,NORTE,890000000,BARRIO LA CAROLINA
73.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,220000000,SAN FRANCISCO
308.0,4.0,5,4.0,Apartamento,NOROCCIDENTE,2200000000,MONTERESERVA
110.0,3.0,3,2.0,Apartamento,NORTE,470000000,CONJUNTO LA ALAMEDA
250.0,4.0,4,4.0,Casa,NOROCCIDENTE,1260000000,SAN JOSE DE BAVARIA
100.0,4.0,4,1.0,Apartamento,NORTE,400000000,CEDRITOS_
38.0,1.0,1,2.0,Apartamento,NORTE,330000000,CHICO CALLE 94
45.0,2.0,1,0.0,Apartamento,SUR,110000000,BOSA PORVENIR
163.0,3.0,3,2.0,Apartamento,NORTE,1300000000,CHICO RESERVADO
243.0,3.0,5,3.0,Apartamento,NORTE,1600000000,SIERRAS DEL MORAL
